O112018090820180909090402110908070015157773010000150200001503000015040000150500001506000015070000150800001509000015100000151100001512000015130000151400001515000015                                                                                                        010000000015020000000015030000000015040000000015050000000015060000000015070000000015080000000015090000000015100000000015110000000015120000000015130000000015140000000015150000000015                                                                                                                                                                     120000035130000035140000035150000035160000035170000035180000035220000035230000035240000035250000035260000035270000035280000035330000035340004601350004601360000035370004601380000035440000035450004601460000035470004601480000035550000035560000035570004601580000035660000035670000035680000035770000035780000035880000035000000000000000000000000000000006
O112018090820180909090402110908070615157773010320070200210103000015040053030501600406016004070000150803200709000015100320071100320212000015130000151401600415000015                                                                                                        010016012404020011001301030000000015040026024805050000000015060000000015070011006201080000000015090011004901100026024805110000000015120000000015130000000015140000000015150000000015                                                                                                                                                                     120058915130058915140004901150000035160000035170000035180000035220000035230011706240019609250058915260058915270029411280029411330014708340009804350011706360000035370058915380058915440000035450019609460029411470007302480007302550000035560000035570029411580000035660000035670058915680058915770000035780009804880000035000000000400000000003100000000076
O112018090820180909090402110908071115157773010544080200300203054408040090040501810506027207070027010805440809054408100544081100490312000015130000151401810515000015                                                                                                        010058029606020012003101030000000015040112059209050058029606060000000015070013003902080000000015090015005303100015005303110112059209120058029606130000000015140016005905150000000015                                                                                                                                                                     120046318130061721140012304150092627160000035170185229180092627220061721230012304240015406250037014260037014270037014280010802330037014340016808350026412360061721370061721380030813440046318450004201460018509470015406480011503550000035560046318570061721580061721660185229670185229680023111770000035780020510880000035000000000680000000007400000000239
O112018090820180909090402110908071615157773011608100200610403160810040268070502680706002701070059030816081009017806101608101101340512000015130321091400340215000015                                                                                                        010105061607020013005102030000000015040205123211050105061607060011002201070015006404080000000015090020009405100023011206110105061607120105061607130000000015140014005303150000000015                                                                                                                                                                     120047518130079323140015806150118927160000035170237931180118927220079323230006702240014805250047518260033915270018308280010803330047518340021610350033915360079323370079323380039617440047518450004701460019809470016907480012504550000035560059422570029714580026411660118927670118927680026411770000035780026411880000035000000002010000000015400000000307
O112018090820180909090402110908072215157773012096110200560403209611040349080501310606003501070069050820961109014907101048101100490312209611130419091400440215000015                                                                                                        010197093610020021007804030000000015040197093610050017005802060013003201070025009807080040017009090020007403100022008505110197093610120197093610130037015608140022008105150000000015                                                                                                                                                                     120043918130065822140017506150131727160000035170263531180131727220087826230007102240013805250043918260026312270018808280010103330052721340021910350037616360065822370065822380037616440043918450005201460018808470017506480011404550000035560065822570029215580026312660131727670131727680023911770000035780026312880000035000000002620000000023400000000340
O112018090820180909090402110908072715157773012448130200590403122412040408090500590406004001070076060804080909017407100349081100560312244813130489111400520215000015                                                                                                        010159023911020019002702030466070414040159023911050019002702060014001701070028004007080032004608090023003205100025003506110120018010120236035613130043006309140021002904150466070414                                                                                                                                                                     120051819130072522140020109150181328160000035170362732180181328220120926230006502240010604250051819260025911270025911280011705330072522340018107350045317360072522370090625380051819440040316450005601460017206470019008480008203550120926560045317570030213580020109660181328670181328680030213770000035780030213880000035000000003060000000026500000000468
O112018090820180909090402110908073215157773012584130200600303036908040430110500630506004201070080060803690809017207100369081100600312258413130516121400480215258413                                                                                                        010173025812020018002502030089013210040173025812050021002904060014001701070029004107080034005008090024003405100027003806110089013210120257038414130047006809140018002502150509076015                                                                                                                                                                     120067020130078222140026011150234828160000035170234828180234828220156526230008303240010405250058717260023408270033512280014606330093923340021307350058717360093923370117425380067020440046916450007302460003601470024709480010204550156526560058717570036114580024709660234828670234828680033512770000035780039115880000035000000003230000000028800000000606
O112018090820180909090402110908073815157773010956130200730403042408040478110500860506005703070028010804240809023907100424081100880612095613130546121400550215191215                                                                                                        010142046212020019005304030120038611040234076714050025007205060015003802070036010908080045013909090030009006100035010407110011001101120177057713130058018110140017004603150693228515                                                                                                                                                                     120076123130066620140029613150266629160266629170266629180106624220177727230009304240007502250029613260026609270038016280016606330106624340024208350066620360066620370133326380059219440026609450008303460004101470028011480011305550177727560019007570041017580028011660266629670266629680033315770000035780044418880000035000000004780000000086200000000688
O112018090820180909090402110908074315157773011438130200260103063910040719120501300606008504070035020805220909017907100639101100910512143813130338081400810315287615                                                                                                        010164049912020021005505030137041711040270082814050028007806060017004102070020005204080045012809090032009007100039011208110011001101120204062313130066019510140019004703150402123815                                                                                                                                                                     120086524130067321140033614150303029160303029170303029180121225220202027230010404240004802250026309260028811270043216280017806330060619340027510350067321360075723370151526380060619440019507450009103460004601470031813480011805550202027560021608570046617580028811660303029670303029680037815770000035780046617880000035000000007190000000093200000000782
O112018090820180909090402110908074815157773011652130200290103073412040367090501430706009505070038020805501109012206100347081100880412165213130388101400660315330415                                                                                                        010184057312020022006105030154047811040303095114050026007206060017004503070021005704080047014009090027007607100044012808110011001101120228071513130074022310140012002202150452142215                                                                                                                                                                     120056620130048518140029513150339830160339830170339830180135926220226528230010604240004901250023410260025111270048518280019406330067921340022609350075523360084924370169927380067921440021908450010103460005102470030814480012305550226528560019907570037716580025111660339830670097025680030814770000035780037716880000035000000008260000000107000000000877
O112018090820180909090402110908075415157773012460130200430203109312040546090502130706014006070057030808201109013205100517081100210112246013130578101400970415492015                                                                                                        010220139512020015007103030184116311040364232014050030016607060020010304070025013405080054032109090026014106100052030708110011001101120220139512130082050110140012004602150544347615                                                                                                                                                                     120067023130053619140033515150268128160402231170402231180134027220268128230010303240005101250024311260020607270042317280013806330080424340023609350061820360061820370114926380061820440025912450011004460005502470028713480011605550268128560022308570034916580028713660402231670100525680023609770000035780042317880000035000000012300000000261100000001038
O112018090820180909090402110908075915157773012086130200410203104312040549100502210706014606070060030808021109013005100521091100220112208613130372081400900415347715                                                                                                        010255143312020016007003030213119511040422238314050030015108060022010404070028013506080062032910090025012005100057030209110011001101120255143312130028013706140013004702150630357015                                                                                                                                                                     120070823130056619140034016150283328160425031170425031180141627220283328230010704240005301250025712260020707270042518280014106330085024340023610350065321360060720370106226380065321440025712450011305460005802470021208480010203550283328560022909570036917580030315660425031670094425680024211770000035780028314880000035000000013040000000268200000001097
O112018090820180909090402110908080415157773012276130200400203081312040569090502100706008604070063030807111109013806100569091100240112227613130406081400940515227613                                                                                                        010282146012020017006903030236121811040467242914050033015308060020008304070028012606080047022509090024010605100063030810110011001101120282146012130030013707140014004702150698364015                                                                                                                                                                     120072123130057719140034616150288528160288528170432833180144227220288528230010904240005301250025412260018007270043218280014106330086524340024010350066521360061820370108226380066521440026213450011305460005902470021608480010303550288528560023309570037617580029815660288528670096125680024010770000035780028814880000035000000014230000000273400000001117
O112018090820180909090402110908081015157773012841130200470203022209040710120502321006009905070070030801860809009304100617111100300112284113130110061401130715284113                                                                                                        010327150613020019007103030235107712040542250414050030012007060022008604070025009706080042017909090022008504100064028310110011001101120151068711130032013008140015004802150810375315                                                                                                                                                                     120073123130058519140033716150292628160292628170439033180125427220292628230010504240005301250025812260018207270043918280014106330087824340023710350067521360062720370109726380067521440026613450011505460005902470021908480010203550292628560023710570038117580030215660292628670097525680022509770000035780029214880000035000000017760000000281900000001133
O112018090820180909090402110908081515157773012972140200460203022509040707120502431006010306070071030801930809009404100646111100310112247713130112071400940415297214                                                                                                        010361157313020018006403030116049511040450196514050032012507060024008906070023008704080045018309090023008504100059024210110011001101120132056512130033012708140014003802150599261715                                                                                                                                                                     120075323130056519140034716150150728160301430170452233180129227220226129230010303240005401250025112260018407270041118280014506330090425340024410350056519360064621370113026380069522440026613450011005460006002470021008480010303550301430560024410570037617580031115660301430670082224680023109770000035780029114880000035000000018580000000294800000001167
O112018090820180909090402110908082015157773013051140200430203022709040693120502501006010606070073030801750809009504100663111100310112254213130115071400950415305114                                                                                                        010401161413020019006303030121047811040401161413050034012507060026009106070025008905080035012708090020006604100061023510110011001101120129050812130035012708140014003802150401161413                                                                                                                                                                     120083123130062322140038316150166229160332432170498733180142427220142427230010805240005701250024312260018107270043318280013806330099725340023711350047419360049820370124626380049820440027714450010704460006402470022608480010203550199430560023110570039817580025513660249331670083123680022608770498733780030215880000035000000019070000000302800000001287
O112018090820180909090402110908082615157773010999130200380203023809040695110502621006010706070076030801830809009804100695111100330112266514130120071400990515319815                                                                                                        010141055313020019006403030125048811040412164315050035012607060026009005070026009005080036012909090020006704100060022710110011001101120132051912130035012807140014003502150260103014                                                                                                                                                                     120095024130063322140042216150142627160380232170570433180126726220162929230010504240006001250020708260017007270047518280011206330114025340024812350047518360054321370142627380051820440031614450011005460006802470025913480009603550228130560021510570045617580021510660285231670087723680020708770570433780033515880000035000000019990000000309500000001472
O112018090820180909090402110908083115157773011038130200380203023010040722120501780806010906070078030801900909009604100638111100340112276814130124071401010515332115                                                                                                        010104040312020020006503030100038411040423166915050036012807060027009206070026009105080037013109090021006804100052019510110011001101120136052713130036012807140014003502150237093114                                                                                                                                                                     120083223130064722140043116150129426160388232170388232180129426220145628230010504240006001250019708260016807270046518280011306330116425340025312350048519360055421370145628380052920440032314450011005460006902470026413480009703550194130560021510570044817580021510660291231670089624680020409770388232780034215880000035000000020760000000314600000001503
O112018090820180909090402110908083615157773011568130200170103034810041091120502690806015506070116030802880909014304100965111100500212418215130187071401530515358514                                                                                                        010133043213020017004503030127041212040454149215050044013708060032009407070031009106080044013708090025007005100066020910110011001101120109035011130019005404140015003602150274089814                                                                                                                                                                     120085423130066422140044316150132926160398832170398832180132926220149528230010304240006001250018908260015707270047818280010905330119625340025412350047818360056921370149528380047818440033214450011206460007102470027113480009803550170930560021711570046017580021310660239331670092024680020909770398832780035115880000035000000031370000000337800000001544
O112018090820180909090402110908084215157773011636130200170103036310041138120502720806014206070121040803000909012705101007111100520212290914130181071401170315327315                                                                                                        010146044813020017004303030140042712040500154815050047013609060029008006070033009407080039011008090026007205100072021610110011001101120104031511130019004804140015003502150275084814                                                                                                                                                                     120087823130058521140045516150136626160409932170409932180136626220153728230010605240006001250015507260015908270049119280010304330122925340026112350049119360058521370153728380045516440034114450011006460007302470027913480010103550175730560022311570047318580021910660245931670094624680021509770409932780036115880000035000000032730000000350300000001587
O112018090820180909090402110908084715157773011664130200180103036910041157120502770806014406070114040803060909012305101024111100520212295814130184071401110315332815                                                                                                        010151045213020017004403030144043212040516156415050048013709060029007906070030008307080040011208090026006805100075021810110011001101120104030811130019004804140015003502150260078614                                                                                                                                                                     120090223130060121140046716150140326160421032170421032180140326220157928230010705240005901250015708260015007270050519280010204330126325340026812350050519360060121370157928380046716440035014450010906460007202470028713480009903550180430560022911570048518580022510660252631670097124680021409770421032780036015880000035000000033280000000354200000001630
O112018090820180909090402110908085215157773011751140200180103038910041077110502610806015206070120040803220909012605101077111100520212311315130191071400850315155613                                                                                                        010148046012020018004803030155048013040258080814050040011708060030008607070026007205080042012409090026007205100076023210110011001101120105032211130020005204140012002202150279087415                                                                                                                                                                     120098023130065322140050818150152526160343132170457533180152526220171528230011405240005101250016508260015407270033415280010004330124725340027412350054920360062321370171528380049017440038116450011806460007702470028013480009703550196030560024911570050818580023610660196030670105524680021709770457533780030514880000035000000035030000000394700000001771
