SEB2013031720130105B20000010002005190013ブラックステアマウンテン　　　　　　00310308000000　　　　000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　720000000000000000タウネン　　　　00       00001004046         0000000000000000000000000000000000000000000000000000ARNAUD                              0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SEB2013031120130228C70000020010000000000HITCHENS                            00310008000000バロン　000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　600000000000000000ドワイヤ　　　　00       00004000000214      0000000000000000000000000000000000000000000000000000UNITED COLOR                        0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SEB2013031120130228C70000020020000000000THE REAPER                          00310005000000リヨン　000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　600000000000000000キャロル　　　　00000    10000000000         0000000000000000000000000000000000000009990000000000UNITED COLOR                        0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　9999000000000000000000
SEB2013031120130228C70000020030000000000UNITED COLOR                        00110004000000セルヴァ000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　585000000000000000ドイル　　　　　00       00001001119         0000000000000000000000000000000000000000000000000000ARNOLD LANE                         0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SEB2013031120130228C70000020040000000000WHAILEYY                            00310005000000ボッティ000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　575000000000000000ヒューズ　　　　00       00008000000 14      0000000000000000000000000000000000000000000000000000UNITED COLOR                        0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SEB2013031120130228C70000020050000000000ARNOLD LANE                         00110004000000シャノン000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　570000000000000000ハーレー　　　　00       00002000000 34      0000000000000000000000000000000000000000000000000000UNITED COLOR                        0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SEB2013031120130228C70000020062005110115ファリダット　　　　　　　　　　　　06110508200419松元茂樹948006前田　幸治　　　　　　　　　　　　　　　　　　　　　　　　　　　水色，赤十字襷，赤袖水色一本輪　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　570000000066600000武豊　　　　　　00       00909000000 34      0000000000000000000000000000000000000000000000000000UNITED COLOR                        0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SEB2013031120130228C70000020070000000000GOVINDA                             00310006000000サンドロ000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　570000000000000000ダーカン　　　　00       00006000000112      0000000000000000000000000000000000000000000000000000UNITED COLOR                        0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SEB2013031120130228C70000020080000000000DUBAWI SOUND                        00310005000000ブラウン000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　565000000000000000スペンサ　　　　00       00003000000 34      0000000000000000000000000000000000000000000000000000UNITED COLOR                        0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SEB2013031120130228C70000020090000000000ES QUE LOVE                         00110004000000ジョンス000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　565000000000000000ファロン　　　　00       000100000003        0000000000000000000000000000000000000000000000000000UNITED COLOR                        0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SEB2013031120130228C70000020100000000000GLOBAL CITY                         00110007000000ビン・ス000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　565000000000000000バルザロ　　　　00       00011000000112      0000000000000000000000000000000000000000000000000000UNITED COLOR                        0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SEB2013031120130228C70000020110000000000RED DUBAWI                          00110005000000マーネー000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　565000000000000000リンチ　　　　　00       00007000000 34      0000000000000000000000000000000000000000000000000000UNITED COLOR                        0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
