BN220180305900002朽名　誠　　　　　　　　　　　　　　　　　　　　　　　　　　　　朽名　誠　　　　　　　　　　　　　　　　　　　　　　　　　　　　ｸﾂﾅ ﾏｺﾄ                                           Makoto Kutsuna                                                                                      青，赤玉霰，白袖　　　　　　　　　　　　　　　　　　　　　　201800000000000000000000000000000000000000000000000000000003000000000716000000000000000001000000000000000001000002000024
BN120021217900003三谷　好夫　　　　　　　　　　　　　　　　　　　　　　　　　　　三谷　好夫　　　　　　　　　　　　　　　　　　　　　　　　　　　ﾐﾀﾆ ﾖｼｵ                                           Yoshio Mitani                                                                                       水色，赤蛇目散　　　　　　　　　　　　　　　　　　　　　　　199300000000000000000000000000000000000000000000000000000000000000003598000000000138000002000004000003000003000003000020
BN120021218900004高木　治夫　　　　　　　　　　　　　　　　　　　　　　　　　　　高木　治夫　　　　　　　　　　　　　　　　　　　　　　　　　　　ﾀｶｷﾞ ﾊﾙｵ                                          Haruo Takagi                                                                                        黄，黒袖黄一本輪　　　　　　　　　　　　　　　　　　　　　　200000000000000000000000000000000000000000000000000000000000000000000518000000000000000001000000000000000001000000000016
BN120021217900005福留　金一郎　　　　　　　　　　　　　　　　　　　　　　　　　　福留　金一郎　　　　　　　　　　　　　　　　　　　　　　　　　　ﾌｸﾄﾒ ｷﾝｲﾁﾛｳ                                       K.Fukutome                                                                                          水色，袖赤二本輪，桃鋸歯形　　　　　　　　　　　　　　　　　198700000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
BN220080103900006瀬渡　良三　　　　　　　　　　　　　　　　　　　　　　　　　　　瀬渡　良三　　　　　　　　　　　　　　　　　　　　　　　　　　　ｾﾄ ﾘｮｳｿﾞｳ                                         Ryozo Seto                                                                                          青，赤菱山形　　　　　　　　　　　　　　　　　　　　　　　　200800000000000000000000000000000000000000000000000000000000000000026323000000020020000014000014000015000007000010000119
BN220150102900008小池　宗人　　　　　　　　　　　　　　　　　　　　　　　　　　　小池　宗人　　　　　　　　　　　　　　　　　　　　　　　　　　　ｺｲｹ ﾑﾈﾄ                                           Muneto Koike                                                                                        緑，赤ダイヤモンド，青袖　　　　　　　　　　　　　　　　　　201500000000000000000000000000000000000000000000000000000000000000006646000000000550000006000006000002000003000005000052
BN120021218900009高橋　辰夫　　　　　　　　　　　　　　　　　　　　　　　　　　　高橋　辰夫　　　　　　　　　　　　　　　　　　　　　　　　　　　ﾀｶﾊｼ ﾀﾂｵ                                          Tatsuo Takahashi                                                                                    黄，桃袖，緑二本輪　　　　　　　　　　　　　　　　　　　　　200200000000000000000000000000000000000000000000000000000000000000019940000000003784000014000017000020000011000013000069
BN220100103900030上田　力　　　　　　　　　　　　　　　　　　　　　　　　　　　　上田　力　　　　　　　　　　　　　　　　　　　　　　　　　　　　ｳｴﾀﾞ ﾂﾖｼ                                          Tsuyoshi Ueda                                                                                       　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　201000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004
BN220050103900800有限会社　東北牧場　　　　　　　　　　　　　　　　　　　　　　　東北牧場　　　　　　　　　　　　　　　　　　　　　　　　　　　　ﾄｳﾎｸﾎﾞｸｼﾞｮｳ                                       Tohoku Racehorse Farm Inc.                                                                          紫，白袖，赤三本輪　　　　　　　　　　　　　　　　　　　　　200500000000000000000000000000000000000000000000000000000000000000020394500000028580000005000007000008000010000010000063
BN220060103901001今津　勝　　　　　　　　　　　　　　　　　　　　　　　　　　　　今津　勝　　　　　　　　　　　　　　　　　　　　　　　　　　　　ｲﾏﾂﾞ ﾏｻﾙ                                          M.Imazu                                                                                             白，紫玉霰　　　　　　　　　　　　　　　　　　　　　　　　　200600000000000000000000000000000000000000000000000000000000000000007535000000003810000004000005000007000003000006000027
