BN120021218200001二宮　辰男　　　　　　　　　　　　　　　　　　　　　　　　　　　二宮　辰男　　　　　　　　　　　　　　　　　　　　　　　　　　　ﾆﾉﾐﾔ ﾀﾂｵ                                          T.Ninomiya                                                                                          黄，茶縦縞，水色袖　　　　　　　　　　　　　　　　　　　　　199600000000000000000000000000000000000000000000000000000000000000001608000000000000000002000001000003000000000000000016
BN220150102200002上村　叶　　　　　　　　　　　　　　　　　　　　　　　　　　　　上村　叶　　　　　　　　　　　　　　　　　　　　　　　　　　　　ｶﾐﾑﾗ ｶﾅｴ                                          Kanae Kamimura                                                                                      黄，袖紫一本輪，紫鋸歯形　　　　　　　　　　　　　　　　　　201500000000000000000000000000000000000000000000000000000000000000193536000000194260000104000080000092000075000077000554
BN120021218200004堀　耕造　　　　　　　　　　　　　　　　　　　　　　　　　　　　堀　耕造　　　　　　　　　　　　　　　　　　　　　　　　　　　　ﾎﾘ ｺｳｿﾞｳ                                          K.Hori                                                                                              黄，鼠縦縞，黄袖　　　　　　　　　　　　　　　　　　　　　　200200000000000000000000000000000000000000000000000000000000000000027614000000003974000018000028000029000026000033000156
BN220180104200006齊藤　敬　　　　　　　　　　　　　　　　　　　　　　　　　　　　齊藤　敬　　　　　　　　　　　　　　　　　　　　　　　　　　　　ｻｲﾄｳ ﾀｶｼ                                          Takashi Saito                                                                                       緑，赤縦縞，白袖赤二本輪　　　　　　　　　　　　　　　　　　201800000000000000000000000000000000000000000000000000000000000000035207000000019670000023000018000016000024000022000291
BN120021218200007相馬　千代　　　　　　　　　　　　　　　　　　　　　　　　　　　相馬　千代　　　　　　　　　　　　　　　　　　　　　　　　　　　ｿｳﾏ ﾁﾖ                                            Chiyo Soma                                                                                          　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　200200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001
BN220060103200008大東　正由　　　　　　　　　　　　　　　　　　　　　　　　　　　大東　正由　　　　　　　　　　　　　　　　　　　　　　　　　　　ﾀﾞｲﾄｳ ﾏｻﾖｼ                                        Masayoshi Daito                                                                                     　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　200600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002
BN120021218200009長田　幸雄　　　　　　　　　　　　　　　　　　　　　　　　　　　長田　幸雄　　　　　　　　　　　　　　　　　　　　　　　　　　　ﾅｶﾞﾀ ﾕｷｵ                                          Y.Nagata                                                                                            緑，黄袖，桃鋸歯形　　　　　　　　　　　　　　　　　　　　　199300005300000000002870000004000002000001000003000000000011000000006348000000002870000005000002000001000007000003000025
BN120021218200800ヴェルテメール・エ・フレール　　　　　　　　　　　　　　　　　　ヴェルテメール・エ・フレール　　　　　　　　　　　　　　　　　　ﾍﾞﾙﾃﾒｰﾙ ｴ ﾌﾚｰﾙ                                    Wertheimer et Frere                                                                                 青，白シーム，白袖　　　　　　　　　　　　　　　　　　　　　199800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001
BN220091109201002石川　儀治　　　　　　　　　　　　　　　　　　　　　　　　　　　石川　儀治　　　　　　　　　　　　　　　　　　　　　　　　　　　ｲｼｶﾜ ﾖｼｼﾞ                                         Yoshiji Ishikawa                                                                                    黒，赤袖，白三本輪　　　　　　　　　　　　　　　　　　　　　200900000200000000000000000000000001000000000000000000000001000000006693000000002520000006000005000005000003000004000079
BN220160103201006和田　容子　　　　　　　　　　　　　　　　　　　　　　　　　　　和田　容子　　　　　　　　　　　　　　　　　　　　　　　　　　　ﾜﾀﾞ ﾖｳｺ                                           Yoko Wada                                                                                           緑，白襷，袖赤二本輪　　　　　　　　　　　　　　　　　　　　201600000000000000000000000000000000000000000000000000000000000000014471000000018410000008000012000006000008000006000060
