BR220180104400000えりも太平洋牧場　　　　　　　　　　　　　　　　　　　　　　　　　　　えりも太平洋牧場　　　　　　　　　　　　　　　　　　　　　　　　　　　ｴﾘﾓ ﾀｲﾍｲﾖｳ ﾎﾞｸｼﾞﾖｳ                                                    Erimo Taiheiyo Bokujo                                                                                                                                                   幌泉郡　　　　　　　201800000000000000000000000000000000000000000000000000000000000000048998000000026552000027000032000027000020000030000177
BR220180104400001藤井　和夫　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　藤井　和夫　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　ﾌｼﾞｲ ｶｽﾞｵ                                                             Kazuo Fujii                                                                                                                                                             幌泉郡　　　　　　　201800000000000000000000000000000000000000000000000000000000000000000334000000000000000001000000000000000001000002000007
BR220180104400002中村　正義　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　中村　正義　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　ﾅｶﾑﾗ ﾏｻﾖｼ                                                             Masayoshi Nakamura                                                                                                                                                      様似郡　　　　　　　201800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001
BR220180104400003佐々木　富三郎　　　　　　　　　　　　　　　　　　　　　　　　　　　　佐々木　富三郎　　　　　　　　　　　　　　　　　　　　　　　　　　　　ｻｻｷ ﾄﾐｻﾌﾞﾛｳ                                                           Tomisaburo Sasaki                                                                                                                                                       幌泉郡　　　　　　　201800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
BR220180104400004岡本　幸次郎　　　　　　　　　　　　　　　　　　　　　　　　　　　　　岡本　幸次郎　　　　　　　　　　　　　　　　　　　　　　　　　　　　　ｵｶﾓﾄ ｺｳｼﾞﾛｳ                                                           Kojiro Okamoto                                                                                                                                                          様似郡　　　　　　　201800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
BR220180924400005猿倉牧場　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　猿倉牧場　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　ｻﾙｸﾗ ﾎﾞｸｼﾞﾖｳ                                                          Sarukura Bokujo                                                                                                                                                         様似郡　　　　　　　201800004705000000000000000004000006000005000005000002000029000000191882500000107208000112000124000133000120000146001004
BR220180104400006堀　幸治　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　堀　幸治　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　ﾎﾘ ｺｳｼﾞ                                                               Koji Hori                                                                                                                                                               様似郡　　　　　　　201800000000000000000000000000000000000000000000000000000000000000007336500000002286000005000006000003000009000012000030
BR220180104400007山下　祐夫　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　山下　祐夫　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　ﾔﾏｼﾀ ﾋﾛｵ                                                              Hiro Yamashita                                                                                                                                                          様似郡　　　　　　　201800000000000000000000000000000000000000000000000000000000000000008423000000003060000005000003000007000002000001000025
BR220180104400008イスズ牧場　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　イスズ牧場　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　ｲｽｽﾞ ﾎﾞｸｼﾞﾖｳ                                                          Isuzu Bokujo                                                                                                                                                            浦河郡　　　　　　　201800000000000000000000000000000000000000000000000000000000000000065037500000021068000051000046000041000047000046000423
BR220180104400009高木　英治　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　高木　英治　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　ﾀｶｷﾞ ﾋﾃﾞｼﾞ                                                            Hideji Takagi                                                                                                                                                           様似郡　　　　　　　201800000000000000000000000000000000000000000000000000000000000000008208000000000000000005000011000006000007000017000088
BR220180104400010茂　清市　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　茂　清市　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　ｼｹﾞﾙ ｾｲｲﾁ                                                             Seiichi Shigeru                                                                                                                                                         浦河郡　　　　　　　201800000000000000000000000000000000000000000000000000000000000000000699000000000000000000000001000002000001000003000023
BR220180104400011高村　久三郎　　　　　　　　　　　　　　　　　　　　　　　　　　　　　高村　久三郎　　　　　　　　　　　　　　　　　　　　　　　　　　　　　ﾀｶﾑﾗ ｷﾕｳｻﾞﾌﾞﾛｳ                                                        Kyuzaburo Takamura                                                                                                                                                      浦河郡　　　　　　　201800000000000000000000000000000000000000000000000000000000000000011508500000001330000010000009000010000016000018000103
BR220180104400013田中　岩蔵　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　田中　岩蔵　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　ﾀﾅｶ ｲﾜｿﾞｳ                                                             Iwazo Tanaka                                                                                                                                                            浦河郡　　　　　　　201800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
BR220180104400014徳永　軍平　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　徳永　軍平　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　ﾄｸﾅｶﾞ ｸﾞﾝﾍﾟｲ                                                          Gumpei Tokunaga                                                                                                                                                         浦河郡　　　　　　　201800000000000000000000000000000000000000000000000000000000000000013864000000002826000011000019000015000012000015000060
BR220180924400015中島牧場　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　中島牧場　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　ﾅｶｼﾞﾏ ﾎﾞｸｼﾞﾖｳ                                                         Nakajima Bokujo                                                                                                                                                         浦河郡　　　　　　　201800006330000000005000000003000005000007000003000003000028000000193762000000157562000118000119000101000077000094000897
BR220180104400016広瀬　正昭　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　広瀬　正昭　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　ﾋﾛｾ ﾏｻｱｷ                                                              Masaaki Hirose                                                                                                                                                          浦河郡　　　　　　　201800000000000000000000000000000000000000000000000000000000000000019840000000007330000015000019000020000019000031000295
