BR220180104900000岡崎　忠栄　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　岡崎　忠栄　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　ｵｶｻﾞｷ ﾀﾀﾞｴ                                                            Tadae Okazaki                                                                                                                                                           幌泉郡　　　　　　　201800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000005
BR220180104900002能登牧場　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　能登牧場　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　ﾉﾄ ﾎﾞｸｼﾞﾖｳ                                                            Noto Bokujo                                                                                                                                                             様似郡　　　　　　　201800000000000000000000000000000000000000000000000000000000000000013057000000002440000008000014000018000012000019000095
BR220180104900003寺井　重三　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　寺井　重三　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　ﾃﾗｲ ｼﾞﾕｳｿﾞｳ                                                           Juzo Terai                                                                                                                                                              幌泉郡　　　　　　　201800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000005
BR220180104900004神山　幸男　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　神山　幸男　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　ｶﾐﾔﾏ ﾕｷｵ                                                              Yukio Kamiyama                                                                                                                                                          様似郡　　　　　　　201800000000000000000000000000000000000000000000000000000000000000002115000000000000000004000001000003000003000003000017
BR220180104900005澤井　秀男　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　澤井　秀男　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　ｻﾜｲ ﾋﾃﾞｵ                                                              Hideo Sawai                                                                                                                                                             様似郡　　　　　　　201800000000000000000000000000000000000000000000000000000000000000004103000000001470000002000003000005000011000005000040
BR220180104900006松田　豊司　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　松田　豊司　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　ﾏﾂﾀﾞ ﾄﾖｼ                                                              Toyoshi Matsuda                                                                                                                                                         様似郡　　　　　　　201800000000000000000000000000000000000000000000000000000000000000020126000000004060000013000014000015000016000011000074
BR220180104900008石井牧場　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　石井牧場　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　ｲｼｲ ﾎﾞｸｼﾞﾖｳ                                                           Ishii Bokujo                                                                                                                                                            浦河郡　　　　　　　201800000000000000000000000000000000000000000000000000000000000000015912000000003698000009000021000013000023000007000091
BR220180104900009出口　繁蔵　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　出口　繁蔵　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　ﾃﾞｸﾞﾁ ｼｹﾞｿﾞｳ                                                          Shigezo Deguchi                                                                                                                                                         様似郡　　　　　　　201800000000000000000000000000000000000000000000000000000000000000004548000000000638000004000006000003000005000002000017
BR220180104900010白浜　真男　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　白浜　真男　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　ｼﾗﾊﾏ ﾏｻｵ                                                              Masao Shirahama                                                                                                                                                         浦河郡　　　　　　　201800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
BR220180924900011谷川牧場　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　谷川牧場　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　ﾀﾆｶﾜ ﾎﾞｸｼﾞﾖｳ                                                          Tanikawa Stud                                                                                                                                                           浦河郡　　　　　　　201800027521000000025160000016000016000011000004000017000095000000880372500001033450000483000458000424000386000346003018
BR220180104900012濱田牧場　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　濱田牧場　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　ﾊﾏﾀﾞ ﾎﾞｸｼﾞﾖｳ                                                          Hamada Bokujo                                                                                                                                                           浦河郡　　　　　　　201800000000000000000000000000000000000000000000000000000000000000056419000000041766000040000039000032000031000033000293
BR220180104900013田中　正友　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　田中　正友　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　ﾀﾅｶ ﾏｻﾄﾓ                                                              Masatomo Tanaka                                                                                                                                                         浦河郡　　　　　　　201800000000000000000000000000000000000000000000000000000000000000010860000000007134000007000007000013000009000007000035
BR220180104900014冨岡　智　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　冨岡　智　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　ﾄﾐｵｶ ｻﾄﾙ                                                              Satoru Tomioka                                                                                                                                                          浦河郡　　　　　　　201800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000007
BR220180104900015中田　勝美　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　中田　勝美　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　ﾅｶﾀ ｶﾂﾐ                                                               Katsumi Nakata                                                                                                                                                          浦河郡　　　　　　　201800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
BR220180104900016福田　末太郎　　　　　　　　　　　　　　　　　　　　　　　　　　　　　福田　末太郎　　　　　　　　　　　　　　　　　　　　　　　　　　　　　ﾌｸﾀﾞ ｽｴﾀﾛｳ                                                            Suetaro Fukuda                                                                                                                                                          浦河郡　　　　　　　201800000000000000000000000000000000000000000000000000000000000000016328000000005592000011000017000012000012000010000034
BR220180104900017松田　芳宏　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　松田　芳宏　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　ﾏﾂﾀﾞ ﾖｼﾋﾛ                                                             Yoshihiro Matsuda                                                                                                                                                       浦河郡　　　　　　　201800000000000000000000000000000000000000000000000000000000000000066934500000033962000039000043000035000030000038000293
BR220180924900018宮内牧場　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　宮内牧場　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　ﾐﾔｳﾁ ﾎﾞｸｼﾞﾖｳ                                                          Miyauchi Bokujo                                                                                                                                                         浦河郡　　　　　　　201800013836000000001240000010000017000006000008000010000122000000642870700000406092000376000396000363000359000359003171
