BR220180104200000金沢　鶴蔵　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　金沢　鶴蔵　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　ｶﾅｻﾞﾜ ﾂﾙｿﾞｳ                                                           Tsuruzo Kanazawa                                                                                                                                                        幌泉郡　　　　　　　201800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
BR220180104200001三浦　重蔵　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　三浦　重蔵　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　ﾐｳﾗ ｼﾞﾕｳｿﾞｳ                                                           Juzo Miura                                                                                                                                                              幌泉郡　　　　　　　201800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
BR220180104200002早坂　辰男　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　早坂　辰男　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　ﾊﾔｻｶ ﾀﾂｵ                                                              Tatsuo Hayasaka                                                                                                                                                         様似郡　　　　　　　201800000000000000000000000000000000000000000000000000000000000000008956000000002486000003000011000013000012000022000117
BR220180104200003寺井　省五郎　　　　　　　　　　　　　　　　　　　　　　　　　　　　　寺井　省五郎　　　　　　　　　　　　　　　　　　　　　　　　　　　　　ﾃﾗｲ ｼﾖｳｺﾞﾛｳ                                                           Shogoro Terai                                                                                                                                                           幌泉郡　　　　　　　201800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000007
BR220180104200004川部　雄市　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　川部　雄市　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　ｶﾜﾍﾞ ﾕｳｲﾁ                                                             Yuichi Kawabe                                                                                                                                                           様似郡　　　　　　　201800000000000000000000000000000000000000000000000000000000000000000210000000000000000000000001000000000000000000000001
BR220180104200005清水　清志　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　清水　清志　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　ｼﾐｽﾞ ｷﾖｼ                                                              Kiyoshi Shimizu                                                                                                                                                         様似郡　　　　　　　201800000000000000000000000000000000000000000000000000000000000000020249000000005532000015000020000005000011000017000070
BR220180104200007渡辺　武司　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　渡辺　武司　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　ﾜﾀﾅﾍﾞ ﾀｹｼ                                                             Takeshi Watanabe                                                                                                                                                        様似郡　　　　　　　201800000000000000000000000000000000000000000000000000000000000000010158000000005060000009000003000008000009000006000025
BR220180910200008磯野牧場　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　磯野牧場　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　ｲｿﾉ ﾎﾞｸｼﾞﾖｳ                                                           Isono Bokujo                                                                                                                                                            浦河郡　　　　　　　201800005914000000001130000003000002000004000003000004000018000000191683000000101840000103000133000113000148000131001109
BR220180104200009出口　芳一　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　出口　芳一　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　ﾃﾞｸﾞﾁ ﾖｼｶｽﾞ                                                           Yoshikazu Deguchi                                                                                                                                                       様似郡　　　　　　　201800000000000000000000000000000000000000000000000000000000000000005448000000008560000005000002000004000003000010000046
BR220180104200010杉立　重雄　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　杉立　重雄　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　ｽｷﾞﾀﾁ ｼｹﾞｵ                                                            Shigeo Sugitachi                                                                                                                                                        浦河郡　　　　　　　201800000000000000000000000000000000000000000000000000000000000000000136000000000000000000000000000000000000000002000016
